Accession,library_strategy,library_source,library_selection,library_layout,platform,model,tax_id,reads
GSE100785,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,24657662.416666668
GSE100791,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,56082922.5
GSE100794,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9615,18646180
GSE100797,NA,NA,NA,NA,NA,NA,NA,NA
GSE100798,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9031,46478544.44444445
GSE100799,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,44686909.60869565
GSE100805,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,12538155.25
GSE100806,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,12538155.25
GSE100807,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,37961518.333333336
GSE100810,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,10088,10831726.2
GSE100811,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,12492968.25
GSE100813,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,61046118
GSE100816,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,16786871.111111112
GSE100820,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,23157589.5
GSE100821,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7955,12445310.8
GSE100823,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,8932,43063433.166666664
GSE100827,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,25707390
GSE100828,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,56161630.5
GSE100834,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,73501,26559092
GSE100839,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,13492470.666666666
GSE100855,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,23993591.583333332
GSE100858,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1500,10090,25873197.25
GSE100859,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,17368756.333333332
GSE100860,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,15194318.357142856
GSE100861,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,146054009.25
GSE100862,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,58478274.5
GSE100863,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,28369495.666666668
GSE100864,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,28580654.5
GSE100866,OTHER,TRANSCRIPTOMIC,other,PAIRED,illumina,illumina hiseq 2500,9606,137250468.25
GSE100873,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,73736328
GSE100874,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,59957394.333333336
GSE100878,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,32359642.666666668
GSE100881,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,51887173.166666664
GSE100882,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,37605933.93333333
GSE100885,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,64243060
GSE100886,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,57170222.666666664
GSE100887,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,6542000.166666667
GSE100888,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,29913511.375
GSE100891,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,23486572.727272727
GSE100892,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,7955,21699752.541666668
GSE100895,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,5702,20816953.5
GSE100898,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,7305643.666666667
GSE100905,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,24674176.4
GSE100906,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,6649542.18
GSE100910,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,7955,401639771.6666667
GSE100911,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,7955,969998.42
GSE100912,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,7955,10761807
GSE100914,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,28400193.5
GSE100918,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,12361405.333333334
GSE100923,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,63855367
GSE100925,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,24711123.83
GSE100931,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,9606,30210023.5
GSE100934,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,20075323.5
GSE100937,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,35560773
GSE100938,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,21523610.666666668
GSE100941,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,21784589.666666668
GSE100943,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,25134927.555555556
GSE100944,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,316,1388692.6363636365
GSE100954,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,17736497
GSE100958,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,61716013
GSE100961,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,28038400.48
GSE100964,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,50618560.666666664
GSE100966,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3702,12120697
GSE100970,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer,226208,22716083.2
GSE100974,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,78529837
GSE100975,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,91178864.5
GSE100981,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,11357354
GSE100982,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq x ten,9606,35670108.25
GSE100983,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,20385607.25
GSE100985,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,3847,27838318
GSE100990,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,37272892.5
GSE101016,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,22317752.333333332
GSE101018,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,83843225.5
GSE101021,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,117020767.5
GSE101035,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,150648560
GSE101050,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,38957997.5
GSE101052,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,112788065
GSE101055,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,672,23495871.75
GSE101059,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq x ten,3899,21072382.5
GSE101060,RIP-Seq,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2000,7227,28690768
GSE101061,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,51574323.166666664
GSE101072,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,252671,46029654.875
GSE101075,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,216597,4062813.6666666665
GSE101076,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,9606,37276556.666666664
GSE101078,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,582419,19495001
GSE101084,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,37003,26357178.625
GSE101091,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,6289747.666666667
GSE101092,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,15764164.5
GSE101104,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,37309300.4
GSE101108,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,18710479.385416668
GSE101109,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,18711329.516483516
GSE101117,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9796,38537895.083333336
GSE101118,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,4565,30018922.875
GSE101125,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,17679130
GSE101132,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,9606,36896946.47727273
GSE101133,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq x ten,9606,40123715.125
GSE101134,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,2246,8334561
GSE101137,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,101211312
GSE101142,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,63186,6928458
GSE101144,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,17204961.04
GSE101157,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,15074717.75
GSE101167,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,52163437.375
GSE101168,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,36333682
GSE101169,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,1590,22416893.166666668
GSE101173,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,111411576.5
GSE101181,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer,9823,28502667.833333332
GSE101182,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,9031,6040852.8
GSE10119,NA,NA,NA,NA,NA,NA,NA,NA
GSE101195,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,92025016.5
GSE101198,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,9031,47623339.75
GSE101199,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7955,12063120.714285715
GSE101200,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7955,23356375.625
GSE101204,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7955,12691479.625
GSE101209,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,9606,10191947.944444444
GSE101219,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,3702,34469957.666666664
GSE101232,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,65970780
GSE101234,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,19932347.8125
GSE101239,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,41632634.52380952
GSE101287,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,22337091
GSE101300,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,12470471.833333334
GSE101301,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,22031808.333333332
GSE101303,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq x ten,4120,20976763.388888888
GSE101304,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,4513,31577288.544444446
GSE101310,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,6396,60761814.16
GSE101312,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,2019503,20494308.958333332
GSE101316,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,12812806.75
GSE101321,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,3702,49027442
GSE101328,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7227,101082360
GSE101329,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,137608394.5
GSE101334,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,2465212.2
GSE101336,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,33661482.88235294
GSE101340,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,27632168.125
GSE101341,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,42800110.85714286
GSE101342,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,60344053.25
GSE101343,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,48703387
GSE101368,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,4932,18852010
GSE101381,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 1500,2711,37642977.375
GSE101390,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7955,30717635.272727273
GSE101391,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,27330770.9375
GSE101394,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9031,43478156.166666664
GSE101395,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,1825471,25032029.266666666
GSE101396,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,15373584.458333334
GSE101398,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,10090,26099946
GSE101403,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9031,11813065.717948718
GSE101404,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,8843,35618644
GSE101412,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,5141,36682286.333333336
GSE101415,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,40086891.666666664
GSE101419,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,9606,37702171.55555555
GSE101421,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,bgiseq,bgiseq-500,10090,23952895.75
GSE101422,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3702,18706189.588235293
GSE101423,OTHER,GENOMIC,other,SINGLE,illumina,illumina hiseq 2500,10090,6989682.51
GSE101424,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,1358,6064962
GSE101430,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1500,3888,26509446
GSE101433,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiscansq,9823,12548431.739130436
GSE101435,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,42198605.333333336
GSE101437,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,9606,23145977.333333332
GSE101451,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq x ten,9606,25405806.666666668
GSE101452,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9031,31199939.666666668
GSE101458,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,51332146.333333336
GSE101463,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,7227,9100983.090909092
GSE101465,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,7227,59131355.25
GSE101467,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,11758957.875
GSE101468,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,bgiseq,bgiseq-500,10090,24091972
GSE101480,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,9606,30443190.666666668
GSE101483,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3702,55515745
GSE101484,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,352914,24634849.9
GSE101487,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,1376749.7
GSE101488,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,3702,23831276.586206898
GSE101494,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,1727196,15867433.666666666
GSE101496,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,14520954.416666666
GSE101497,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,9938311.777777778
GSE101500,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,15368,26904557.5
GSE101503,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,31691910.8
GSE101504,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,38798553.733333334
GSE101510,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,50760492
GSE101511,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,36584558.833333336
GSE101519,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,5102278.642857143
GSE101523,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3486,19279038.25
GSE101524,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,6239,4722447.111111111
GSE101525,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,9606,28595772.25
GSE101526,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,9606,65231883.0625
GSE101527,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,37161412.666666664
GSE101528,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,62480846
GSE101531,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,46459966.222222224
GSE101537,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,25845232.266666666
GSE101539,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,1687621.63
GSE101540,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,63657521.875
GSE101541,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,42352961.25
GSE101544,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,7955,47706209.166666664
GSE101545,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,8030,8359699
GSE101547,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,53353206.75
GSE101549,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7111,27108288.444444444
GSE101550,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,10090,94244759.5
GSE101555,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7227,65765177
GSE101567,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3702,12316397.833333334
GSE101568,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,3981,26169604
GSE101575,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,54983848.208333336
GSE101576,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,104257754.72727273
GSE101577,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,18812896.423076924
GSE101580,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,1385527,24569339.166666668
GSE101582,OTHER,TRANSCRIPTOMIC,other,PAIRED,illumina,illumina hiseq 4000,10090,24052384.375
GSE101583,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,373153,241370.5
GSE101585,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,21429377.8125
GSE101588,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,19920829
GSE101591,RNA-Seq,TRANSCRIPTOMIC,PolyA,PAIRED,illumina,illumina hiseq 2000,10090,42565312.05555555
GSE101594,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,29213011.5
GSE101595,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,23826870
GSE101596,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,45786703
GSE101599,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,41568,24911767
GSE101600,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,28516,24332237.5
GSE101601,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,97610.75
GSE101604,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,45351,5997914.111111111
GSE101605,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab 5500 genetic analyzer,10090,44149303.5
GSE101608,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,21979961.333333332
GSE101617,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,9531,6021184.166666667
GSE101622,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9031,23446641.833333332
GSE101623,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,21507209.5
GSE101624,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,9067791.857142856
GSE101625,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,19691992.230769232
GSE101628,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,9864978.083333334
GSE101629,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,17307438.416666668
GSE101630,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,13586208.25
